file,title,composer,film,year,genre,director,valence,arousal,familiarity
c90soundtreeundertheskinsample1mp3.mp3,C90,"Soundtree, Luis Almau (as Almau), Peter Raeburn (as Raeburn)",Under The Skin,2013.0,Drama Horror Mystery,Jonathan Glazer,0.0345,-0.036,never-heard-this
firstkissesludwiggoranssoneverythingeverythingsample2mp3.mp3,First Kisses,Ludwig Göransson,"Everything, Everything",2017.0,Drama Romance,Stella Meghie,0.0,0.0,never-heard-this
firstkissesludwiggoranssoneverythingeverythingsample2mp3.mp3,First Kisses,Ludwig Göransson,"Everything, Everything",2017.0,Drama Romance,Stella Meghie,0.0,0.0,never-heard-this
firstkissesludwiggoranssoneverythingeverythingsample2mp3.mp3,First Kisses,Ludwig Göransson,"Everything, Everything",2017.0,Drama Romance,Stella Meghie,0.0,0.0,never-heard-this
firstkissesludwiggoranssoneverythingeverythingsample2mp3.mp3,First Kisses,Ludwig Göransson,"Everything, Everything",2017.0,Drama Romance,Stella Meghie,0.0,0.0,never-heard-this
firstkissesludwiggoranssoneverythingeverythingsample2mp3.mp3,First Kisses,Ludwig Göransson,"Everything, Everything",2017.0,Drama Romance,Stella Meghie,0.0395,0.014,never-heard-this
huntingalexisgrapsasphilipkleinpigsample1mp3.mp3,Hunting,"Alexis Grapsas, Philip Klein",Pig,2021.0,Drama Mystery,Michael Sarnoski,0.1045,0.014,never-heard-this
nirvanasomethinginthewaythebatmansample1mp3.mp3,Something In The Way,"Nirvana, Kurt Cobain",The Batman,2022.0,Action Crime Drama,Matt Reeves,0.0,0.0,never-heard-this
nirvanasomethinginthewaythebatmansample1mp3.mp3,Something In The Way,"Nirvana, Kurt Cobain",The Batman,2022.0,Action Crime Drama,Matt Reeves,0.0,0.0,never-heard-this
nirvanasomethinginthewaythebatmansample1mp3.mp3,Something In The Way,"Nirvana, Kurt Cobain",The Batman,2022.0,Action Crime Drama,Matt Reeves,0.1045,-0.001,never-heard-this
ronmeetsfbiagentterenceblanchardblackkklansmansample1mp3.mp3,Ron Meets FBI Agent,Terence Blanchard,BlacKkKlansman,2018.0,Biography Crime Comedy,Spike Lee,0.0,0.0,never-heard-this
ronmeetsfbiagentterenceblanchardblackkklansmansample1mp3.mp3,Ron Meets FBI Agent,Terence Blanchard,BlacKkKlansman,2018.0,Biography Crime Comedy,Spike Lee,0.0,0.0,never-heard-this
ronmeetsfbiagentterenceblanchardblackkklansmansample1mp3.mp3,Ron Meets FBI Agent,Terence Blanchard,BlacKkKlansman,2018.0,Biography Crime Comedy,Spike Lee,0.0,0.0,never-heard-this
ronmeetsfbiagentterenceblanchardblackkklansmansample1mp3.mp3,Ron Meets FBI Agent,Terence Blanchard,BlacKkKlansman,2018.0,Biography Crime Comedy,Spike Lee,0.0,0.0,never-heard-this
ronmeetsfbiagentterenceblanchardblackkklansmansample1mp3.mp3,Ron Meets FBI Agent,Terence Blanchard,BlacKkKlansman,2018.0,Biography Crime Comedy,Spike Lee,0.0,0.0,never-heard-this
ronmeetsfbiagentterenceblanchardblackkklansmansample1mp3.mp3,Ron Meets FBI Agent,Terence Blanchard,BlacKkKlansman,2018.0,Biography Crime Comedy,Spike Lee,0.0,0.0,never-heard-this
ronmeetsfbiagentterenceblanchardblackkklansmansample1mp3.mp3,Ron Meets FBI Agent,Terence Blanchard,BlacKkKlansman,2018.0,Biography Crime Comedy,Spike Lee,0.2295,0.019,never-heard-this
thatslifefranksinatrajokersample1mp3.mp3,That's Life,Frank Sinatra / Dean Kay & Kelly Gordon,Joker,2019.0,Crime Drama Thriller,Todd Phillips,0.0,0.0,never-heard-this
thatslifefranksinatrajokersample1mp3.mp3,That's Life,Frank Sinatra / Dean Kay & Kelly Gordon,Joker,2019.0,Crime Drama Thriller,Todd Phillips,-0.0105,-0.031,never-heard-this
upisdownhanszimmerpiratesofthecaribbeanatworldsendsample1mp3.mp3,Up Is Down,Hans Zimmer,Pirates of the Caribbean: At World's End,2007.0,Action Adventure Fantasy,Gore Verbinski,0.0,0.0,never-heard-this
upisdownhanszimmerpiratesofthecaribbeanatworldsendsample1mp3.mp3,Up Is Down,Hans Zimmer,Pirates of the Caribbean: At World's End,2007.0,Action Adventure Fantasy,Gore Verbinski,0.0,0.0,never-heard-this
upisdownhanszimmerpiratesofthecaribbeanatworldsendsample1mp3.mp3,Up Is Down,Hans Zimmer,Pirates of the Caribbean: At World's End,2007.0,Action Adventure Fantasy,Gore Verbinski,0.0,0.0,never-heard-this
upisdownhanszimmerpiratesofthecaribbeanatworldsendsample1mp3.mp3,Up Is Down,Hans Zimmer,Pirates of the Caribbean: At World's End,2007.0,Action Adventure Fantasy,Gore Verbinski,0.0,0.0,never-heard-this
upisdownhanszimmerpiratesofthecaribbeanatworldsendsample1mp3.mp3,Up Is Down,Hans Zimmer,Pirates of the Caribbean: At World's End,2007.0,Action Adventure Fantasy,Gore Verbinski,0.0,0.0,never-heard-this
upisdownhanszimmerpiratesofthecaribbeanatworldsendsample1mp3.mp3,Up Is Down,Hans Zimmer,Pirates of the Caribbean: At World's End,2007.0,Action Adventure Fantasy,Gore Verbinski,0.0,0.0,never-heard-this
upisdownhanszimmerpiratesofthecaribbeanatworldsendsample1mp3.mp3,Up Is Down,Hans Zimmer,Pirates of the Caribbean: At World's End,2007.0,Action Adventure Fantasy,Gore Verbinski,0.0,0.0,never-heard-this
upisdownhanszimmerpiratesofthecaribbeanatworldsendsample1mp3.mp3,Up Is Down,Hans Zimmer,Pirates of the Caribbean: At World's End,2007.0,Action Adventure Fantasy,Gore Verbinski,0.0,0.0,never-heard-this
upisdownhanszimmerpiratesofthecaribbeanatworldsendsample1mp3.mp3,Up Is Down,Hans Zimmer,Pirates of the Caribbean: At World's End,2007.0,Action Adventure Fantasy,Gore Verbinski,0.0495,-0.026,never-heard-this
whysoserioushanszimmerthedarkknightsample1mp3.mp3,Why so serious?,Hans Zimmer,The Dark Knight,2008.0,Action Crime Drama,Christopher Nolan,0.0,0.0,never-heard-this
whysoserioushanszimmerthedarkknightsample1mp3.mp3,Why so serious?,Hans Zimmer,The Dark Knight,2008.0,Action Crime Drama,Christopher Nolan,0.0445,0.009,never-heard-this
closervalentinhadjadjclosesample1mp3.mp3,Closer,Valentin Hadjadj,Close,2022.0,Drama,Lukas Dhont,0.37698,0.00583,never-heard-this
closervalentinhadjadjclosesample1mp3.mp3,Closer,Valentin Hadjadj,Close,2022.0,Drama,Lukas Dhont,0.54031,0.55583,never-heard-this
airlockstevenpricegravitysample1mp3.mp3,Airlock,Steven Price,Gravity,2014.0,Drama Sci-Fi Thriller,Alfonso Cuarón,-0.27525,0.32481,familiar-feeling-not-familiar
airlockstevenpricegravitysample1mp3.mp3,Airlock,Steven Price,Gravity,2014.0,Drama Sci-Fi Thriller,Alfonso Cuarón,-0.11525,0.08481,familiar-feeling-not-familiar
airlockstevenpricegravitysample1mp3.mp3,Airlock,Steven Price,Gravity,2014.0,Drama Sci-Fi Thriller,Alfonso Cuarón,0.17475,0.24481,familiar-feeling-not-familiar
callingthewhipperinjonnygreenwoodspencersample1mp3.mp3,Calling The Whipper In,Jonny Greenwood,Spencer,2021.0,Biography Drama,Pablo Larraín,0.25675,-0.69019,never-heard-this
handcoversbruisetrentreznorandatticusrossthesocialnetworksample2mp3.mp3,Hand Covers Bruise,"Trent Reznor, Atticus Ross",The Social Network,2010.0,Biography Drama,David Fincher,-0.49325,-0.70019,familiar-feeling-not-familiar
jokerdefeatedclown_callmejokerhildurgunadottirsample2mp3.mp3,Defeated Clown/ Call Me Joker,Hildur Gudnadottir,Joker,2019.0,Crime Drama Thriller,Todd Phillips,-0.30825,-0.26019,familiar-feeling-not-familiar
jokerdefeatedclown_callmejokerhildurgunadottirsample2mp3.mp3,Defeated Clown/ Call Me Joker,Hildur Gudnadottir,Joker,2019.0,Crime Drama Thriller,Todd Phillips,-0.59825,-0.33519,familiar-feeling-not-familiar
jokerdefeatedclown_callmejokerhildurgunadottirsample2mp3.mp3,Defeated Clown/ Call Me Joker,Hildur Gudnadottir,Joker,2019.0,Crime Drama Thriller,Todd Phillips,-0.50825,-0.55019,familiar-feeling-not-familiar
jokerdefeatedclown_callmejokerhildurgunadottirsample2mp3.mp3,Defeated Clown/ Call Me Joker,Hildur Gudnadottir,Joker,2019.0,Crime Drama Thriller,Todd Phillips,-0.78825,-0.74019,familiar-feeling-not-familiar
lamitiejeanmichelblaismatthiasmaximesample2mp3.mp3,L'amitié,Jean-Michel Blais,Matthias & Maxime,2020.0,Drama Romance,Xavier Dolan,-0.25325,0.55981,familiar
lamitiejeanmichelblaismatthiasmaximesample2mp3.mp3,L'amitié,Jean-Michel Blais,Matthias & Maxime,2020.0,Drama Romance,Xavier Dolan,-0.47325,0.41981,familiar
lamitiejeanmichelblaismatthiasmaximesample2mp3.mp3,L'amitié,Jean-Michel Blais,Matthias & Maxime,2020.0,Drama Romance,Xavier Dolan,-0.63325,0.25981,familiar
nirvanasomethinginthewaythebatmansample2mp3.mp3,Something In The Way,"Nirvana, Kurt Cobain",The Batman,2022.0,Action Crime Drama,Matt Reeves,-0.18825,-0.00519,not-sure
nirvanasomethinginthewaythebatmansample2mp3.mp3,Something In The Way,"Nirvana, Kurt Cobain",The Batman,2022.0,Action Crime Drama,Matt Reeves,-0.31825,0.09481,not-sure
shesnotrealhanszimmerthecreatorsample1mp3.mp3,She's Not Real,Hans Zimmer,The Creator,2023.0,Action Adventure Drama,Gareth Edwards,0.61175,-0.71019,familiar-feeling-not-familiar
shesnotrealhanszimmerthecreatorsample1mp3.mp3,She's Not Real,Hans Zimmer,The Creator,2023.0,Action Adventure Drama,Gareth Edwards,0.14675,-0.51019,familiar-feeling-not-familiar
thehungryghostaaroncupplesislandofthehungryghostssample1mp3.mp3,The Hungry Ghost,Aaron Cupples,Island of the Hungry Ghosts,2018.0,Documentary,Gabrielle Brady,0.29175,0.15981,familiar-feeling-not-familiar
walledefinedancingthomasnewmansample2mp3.mp3,Define Dancing,Thomas Newman,Wall•E,2008.0,Animation Adventure Family,Andrew Stanton,0.53175,0.46981,not-sure
greenbooksoundtrackmakethefirstmovekrisbowerssample2mp3.mp3,Make The First Move,Kris Bowers,Green Book,2018.0,Biography Comedy Drama,Peter Farrelly,0.24175,0.81481,familiar
beachpukejimwilliamstitanesample2mp3.mp3,Beach Puke,Jim Williams,Titane,2022.0,Drama Horror Sci-Fi,Julia Ducournau,0.0,0.0,familiar
beachpukejimwilliamstitanesample2mp3.mp3,Beach Puke,Jim Williams,Titane,2022.0,Drama Horror Sci-Fi,Julia Ducournau,-0.338,-0.45519,familiar
squareescapehanszimmernotimetodiesample1mp3.mp3,Square Escape,Hans Zimmer,No Time to Die,2021.0,Action Adventure Thriller,Cary Joji Fukunaga,0.611,-0.71019,familiar
vanmorrisonwarmlovebelfastsample2mp3.mp3,Warm Love,Van Morrison,Belfast,2021.0,Biography Drama Romance,Kenneth Branagh,0.0,0.0,definitely-familiar
vanmorrisonwarmlovebelfastsample2mp3.mp3,Warm Love,Van Morrison,Belfast,2021.0,Biography Drama Romance,Kenneth Branagh,0.212,0.73481,definitely-familiar
whatthismissionsaboutda5bloodsterenceblanchardsample2mp3.mp3,What This Mission's About,Terence Blanchard,Da 5 Bloods,2020.0,Adventure Drama War,Spike Lee,0.636,0.49981,not-sure
beyondtheblackrainbowsinoiacavesarboriatapessample1mp3.mp3,Arboria Tapes,Sinoia Caves,Beyond the Black Rainbow,2010.0,Horror Mystery Sci-Fi,Panos Cosmatos,0.0275,0.005,never-heard-this
beyondtheblackrainbowsinoiacavesarboriatapessample1mp3.mp3,Arboria Tapes,Sinoia Caves,Beyond the Black Rainbow,2010.0,Horror Mystery Sci-Fi,Panos Cosmatos,0.5875,-0.745,never-heard-this
beyondtheblackrainbowsinoiacavesarboriatapessample1mp3.mp3,Arboria Tapes,Sinoia Caves,Beyond the Black Rainbow,2010.0,Horror Mystery Sci-Fi,Panos Cosmatos,0.0225,0.11,never-heard-this
beyondtheblackrainbowsinoiacavesarboriatapessample1mp3.mp3,Arboria Tapes,Sinoia Caves,Beyond the Black Rainbow,2010.0,Horror Mystery Sci-Fi,Panos Cosmatos,-0.1325,0.195,never-heard-this
beyondtheblackrainbowsinoiacavesarboriatapessample1mp3.mp3,Arboria Tapes,Sinoia Caves,Beyond the Black Rainbow,2010.0,Horror Mystery Sci-Fi,Panos Cosmatos,-0.1775,0.305,never-heard-this
beyondtheblackrainbowsinoiacavesarboriatapessample1mp3.mp3,Arboria Tapes,Sinoia Caves,Beyond the Black Rainbow,2010.0,Horror Mystery Sci-Fi,Panos Cosmatos,0.3325,-0.58,never-heard-this
beyondtheblackrainbowsinoiacavesarboriatapessample1mp3.mp3,Arboria Tapes,Sinoia Caves,Beyond the Black Rainbow,2010.0,Horror Mystery Sci-Fi,Panos Cosmatos,0.1475,-0.205,never-heard-this
caravandukeellingtonjuantizoljohnwassonwhiplashsample2mp3.mp3,Caravan,John Wasson/ Duke Ellington/ Juan Tizol,Whiplash,2014.0,Drama Music,Damien Chazelle,0.4875,-0.02,never-heard-this
caravandukeellingtonjuantizoljohnwassonwhiplashsample2mp3.mp3,Caravan,John Wasson/ Duke Ellington/ Juan Tizol,Whiplash,2014.0,Drama Music,Damien Chazelle,0.6825,-0.25,never-heard-this
caravandukeellingtonjuantizoljohnwassonwhiplashsample2mp3.mp3,Caravan,John Wasson/ Duke Ellington/ Juan Tizol,Whiplash,2014.0,Drama Music,Damien Chazelle,0.7925,-0.36,never-heard-this
enniomorriconelincontroconlafigliaingloriousbasterdssample2mp3.mp3,L'incontro Con La Figlia,Ennio Morricone,Inglorious Basterds,2009.0,Adventure Drama War,Quentin Tarantino,0.2825,0.34,familiar-feeling-not-familiar
enniomorriconelincontroconlafigliaingloriousbasterdssample2mp3.mp3,L'incontro Con La Figlia,Ennio Morricone,Inglorious Basterds,2009.0,Adventure Drama War,Quentin Tarantino,0.4025,0.535,familiar-feeling-not-familiar
enniomorriconelincontroconlafigliaingloriousbasterdssample2mp3.mp3,L'incontro Con La Figlia,Ennio Morricone,Inglorious Basterds,2009.0,Adventure Drama War,Quentin Tarantino,0.2275,0.5,familiar-feeling-not-familiar
enniomorriconelincontroconlafigliaingloriousbasterdssample2mp3.mp3,L'incontro Con La Figlia,Ennio Morricone,Inglorious Basterds,2009.0,Adventure Drama War,Quentin Tarantino,0.2575,0.205,familiar-feeling-not-familiar
enniomorriconelincontroconlafigliaingloriousbasterdssample2mp3.mp3,L'incontro Con La Figlia,Ennio Morricone,Inglorious Basterds,2009.0,Adventure Drama War,Quentin Tarantino,0.2175,0.075,familiar-feeling-not-familiar
hehadagoodtimecliffmartinezdrivesample1mp3.mp3,He Had A Good Time,Cliff Martinez,Drive,2011.0,Action Drama,Nicolas Winding Refn,-0.1175,0.73,never-heard-this
hehadagoodtimecliffmartinezdrivesample1mp3.mp3,He Had A Good Time,Cliff Martinez,Drive,2011.0,Action Drama,Nicolas Winding Refn,-0.2125,0.835,never-heard-this
hehadagoodtimecliffmartinezdrivesample1mp3.mp3,He Had A Good Time,Cliff Martinez,Drive,2011.0,Action Drama,Nicolas Winding Refn,0.1375,0.77,never-heard-this
littlewomenrobertschumannkinderszenenop15ivonfremdenlandernundmenschensample2mp3.mp3,Kinderszenen op.15 I. Von Fremden Ländern und Menschen,Robert Schumann,Little Women,2019.0,"Drama, Romance",Greta Gerwig,-0.0925,0.5,familiar
littlewomenrobertschumannkinderszenenop15ivonfremdenlandernundmenschensample2mp3.mp3,Kinderszenen op.15 I. Von Fremden Ländern und Menschen,Robert Schumann,Little Women,2019.0,"Drama, Romance",Greta Gerwig,-0.2075,0.545,familiar
littlewomenrobertschumannkinderszenenop15ivonfremdenlandernundmenschensample2mp3.mp3,Kinderszenen op.15 I. Von Fremden Ländern und Menschen,Robert Schumann,Little Women,2019.0,"Drama, Romance",Greta Gerwig,0.2425,0.565,familiar
littlewomenrobertschumannkinderszenenop15ivonfremdenlandernundmenschensample2mp3.mp3,Kinderszenen op.15 I. Von Fremden Ländern und Menschen,Robert Schumann,Little Women,2019.0,"Drama, Romance",Greta Gerwig,0.1775,0.28,familiar
littlewomenrobertschumannkinderszenenop15ivonfremdenlandernundmenschensample2mp3.mp3,Kinderszenen op.15 I. Von Fremden Ländern und Menschen,Robert Schumann,Little Women,2019.0,"Drama, Romance",Greta Gerwig,0.2375,0.365,familiar
littlewomenrobertschumannkinderszenenop15ivonfremdenlandernundmenschensample2mp3.mp3,Kinderszenen op.15 I. Von Fremden Ländern und Menschen,Robert Schumann,Little Women,2019.0,"Drama, Romance",Greta Gerwig,0.4225,0.545,familiar
pharmacyheistmichaelandrewsnosajthingthekingofstatenislandsample2mp3.mp3,Pharmacy Heist,"Michael Andrews, Nosaj Thing",The King of Staten Island,2020.0,Comedy Drama,Judd Apatow,0.1425,0.35,familiar
pharmacyheistmichaelandrewsnosajthingthekingofstatenislandsample2mp3.mp3,Pharmacy Heist,"Michael Andrews, Nosaj Thing",The King of Staten Island,2020.0,Comedy Drama,Judd Apatow,-0.0025,0.51,familiar
pharmacyheistmichaelandrewsnosajthingthekingofstatenislandsample2mp3.mp3,Pharmacy Heist,"Michael Andrews, Nosaj Thing",The King of Staten Island,2020.0,Comedy Drama,Judd Apatow,0.0125,0.605,familiar
robotscapturehumansmarkmothersbaughthemitchellsvsthemachinessample2mp3.mp3,Robots Capture Humans,Mark Mothersbaugh,The Mitchells vs the Machines,2021.0,Animation Adventure Comedy,"Michael Rianda, Jeff Rowe",0.1525,-0.4,familiar
robotscapturehumansmarkmothersbaughthemitchellsvsthemachinessample2mp3.mp3,Robots Capture Humans,Mark Mothersbaugh,The Mitchells vs the Machines,2021.0,Animation Adventure Comedy,"Michael Rianda, Jeff Rowe",0.2625,-0.485,familiar
robotscapturehumansmarkmothersbaughthemitchellsvsthemachinessample2mp3.mp3,Robots Capture Humans,Mark Mothersbaugh,The Mitchells vs the Machines,2021.0,Animation Adventure Comedy,"Michael Rianda, Jeff Rowe",0.0025,-0.345,familiar
theferrymichaelandrewsnosajthingthekingofstatenislandsample1mp3.mp3,The Ferry,"Michael Andrews, Nosaj Thing",The King of Staten Island,2020.0,Comedy Drama,Judd Apatow,-0.2225,0.525,familiar
theferrymichaelandrewsnosajthingthekingofstatenislandsample1mp3.mp3,The Ferry,"Michael Andrews, Nosaj Thing",The King of Staten Island,2020.0,Comedy Drama,Judd Apatow,-0.0925,0.44,familiar
topgunharoldfaltermeyerladygagahanszimmerlornebalfedarkstarsample1mp3.mp3,Darkstar,Harold Faltermeyer / Lady Gaga / Hans Zimmer / Lorne Balfe,Top Gun: Maverick,2022.0,Action Drama,Joseph Kosinski,0.5075,0.04,never-heard-this
topgunharoldfaltermeyerladygagahanszimmerlornebalfedarkstarsample1mp3.mp3,Darkstar,Harold Faltermeyer / Lady Gaga / Hans Zimmer / Lorne Balfe,Top Gun: Maverick,2022.0,Action Drama,Joseph Kosinski,0.5825,0.175,never-heard-this
topgunharoldfaltermeyerladygagahanszimmerlornebalfedarkstarsample1mp3.mp3,Darkstar,Harold Faltermeyer / Lady Gaga / Hans Zimmer / Lorne Balfe,Top Gun: Maverick,2022.0,Action Drama,Joseph Kosinski,0.6075,0.38,never-heard-this
walkinghomeandrematthiasthegravediggerswifesample2mp3.mp3,Walking Home,Andre Matthias,The Gravedigger's Wife,2021.0,Drama,Khadar Ayderus Ahmed,-0.3325,0.625,never-heard-this
walkinghomeandrematthiasthegravediggerswifesample2mp3.mp3,Walking Home,Andre Matthias,The Gravedigger's Wife,2021.0,Drama,Khadar Ayderus Ahmed,-0.0675,0.67,never-heard-this
walkinghomeandrematthiasthegravediggerswifesample2mp3.mp3,Walking Home,Andre Matthias,The Gravedigger's Wife,2021.0,Drama,Khadar Ayderus Ahmed,0.0975,0.15,never-heard-this
angelatriestoleavecliffmartinezkimisample2mp3.mp3,Angela Tries To Leave,Cliff Martinez,KIMI,2022.0,Crime Drama Thriller,Steven Soderbergh,0.1855,-0.688,never-heard-this
angelatriestoleavecliffmartinezkimisample2mp3.mp3,Angela Tries To Leave,Cliff Martinez,KIMI,2022.0,Crime Drama Thriller,Steven Soderbergh,0.2355,0.332,never-heard-this
angelatriestoleavecliffmartinezkimisample2mp3.mp3,Angela Tries To Leave,Cliff Martinez,KIMI,2022.0,Crime Drama Thriller,Steven Soderbergh,-0.4195,0.247,never-heard-this
angelatriestoleavecliffmartinezkimisample2mp3.mp3,Angela Tries To Leave,Cliff Martinez,KIMI,2022.0,Crime Drama Thriller,Steven Soderbergh,0.7405,-0.158,never-heard-this
almosthumanantoniosanchezbirdmansample2mp3.mp3,Almost Human,Antonio Sánchez,Birdman,2014.0,Comedy Drama,Alejandro G. Iñárritu,0.68445,0.27555,not-sure
davidalvarezsharkslaborinquenafelixastolarteslolarodriguezdetiodavidnewmanmattsullivanjeaninetesoriwestsidestorysample2mp3.mp3,La Borinqueña (Sharks Version),"Félix Astol Artés, Lola Rodríguez de Tió, David Newman, Matt Sullivan, Jeanine Tesori",West Side Story,2021.0,Crime Drama Musical,Steven Spielberg,0.0,0.0,not-sure
davidalvarezsharkslaborinquenafelixastolarteslolarodriguezdetiodavidnewmanmattsullivanjeaninetesoriwestsidestorysample2mp3.mp3,La Borinqueña (Sharks Version),"Félix Astol Artés, Lola Rodríguez de Tió, David Newman, Matt Sullivan, Jeanine Tesori",West Side Story,2021.0,Crime Drama Musical,Steven Spielberg,0.44945,0.45555,not-sure
davidalvarezsharkslaborinquenafelixastolarteslolarodriguezdetiodavidnewmanmattsullivanjeaninetesoriwestsidestorysample2mp3.mp3,La Borinqueña (Sharks Version),"Félix Astol Artés, Lola Rodríguez de Tió, David Newman, Matt Sullivan, Jeanine Tesori",West Side Story,2021.0,Crime Drama Musical,Steven Spielberg,0.24445,-0.18445,not-sure
gregoirehetzeltrenteansunamourimpossiblesample2mp3.mp3,Trente ans,Grégoire-Hetzel,An Impossible Love,2018.0,Biography Drama Romance,Catherine Corsini,0.0,0.0,not-sure
gregoirehetzeltrenteansunamourimpossiblesample2mp3.mp3,Trente ans,Grégoire-Hetzel,An Impossible Love,2018.0,Biography Drama Romance,Catherine Corsini,0.0,0.0,not-sure
gregoirehetzeltrenteansunamourimpossiblesample2mp3.mp3,Trente ans,Grégoire-Hetzel,An Impossible Love,2018.0,Biography Drama Romance,Catherine Corsini,0.14945,0.56555,not-sure
gregoirehetzeltrenteansunamourimpossiblesample2mp3.mp3,Trente ans,Grégoire-Hetzel,An Impossible Love,2018.0,Biography Drama Romance,Catherine Corsini,0.00945,0.42055,not-sure
gregoirehetzeltrenteansunamourimpossiblesample2mp3.mp3,Trente ans,Grégoire-Hetzel,An Impossible Love,2018.0,Biography Drama Romance,Catherine Corsini,-0.08055,0.24555,not-sure
gregoirehetzeltrenteansunamourimpossiblesample2mp3.mp3,Trente ans,Grégoire-Hetzel,An Impossible Love,2018.0,Biography Drama Romance,Catherine Corsini,-0.14055,0.10555,not-sure
hadiaslucamundacasample2mp3.mp3,Ha Dias,Luca Mundaca,End of Watch,2012.0,Action Thriller,David Ayer,0.18945,0.18555,not-sure
ladybirdjonbrionladybirdsample1mp3.mp3,Lady Bird,Jon Brion,Lady Bird,2017.0,Comedy Drama,Greta Gerwig,-0.10055,0.54555,not-sure
montparnassejulierouejeunefemmesample2mp3.mp3,Montparnasse,Julie Roué,Jeune Femme,2017.0,Comedy Drama,Léonor Serraille,0.12445,0.27555,not-sure
montparnassejulierouejeunefemmesample2mp3.mp3,Montparnasse,Julie Roué,Jeune Femme,2017.0,Comedy Drama,Léonor Serraille,-0.15055,0.06555,not-sure
rootofanunfocusborisbermanjohncageshutterislandsample2mp3.mp3,Root of an Unfocus,John Cage/Boris Berman,Shutter Island,2010.0,Mystery Thriller,Martin Scorsese,0.0,0.0,not-sure
rootofanunfocusborisbermanjohncageshutterislandsample2mp3.mp3,Root of an Unfocus,John Cage/Boris Berman,Shutter Island,2010.0,Mystery Thriller,Martin Scorsese,-0.19555,-0.35445,not-sure
tazarinegustavosantaolallababelsample1mp3.mp3,Tazarine,Gustavo Santaolalla,Babel,2007.0,Drama,Alejandro G. Iñárritu,0.0,0.0,not-sure
tazarinegustavosantaolallababelsample1mp3.mp3,Tazarine,Gustavo Santaolalla,Babel,2007.0,Drama,Alejandro G. Iñárritu,0.0,0.0,not-sure
tazarinegustavosantaolallababelsample1mp3.mp3,Tazarine,Gustavo Santaolalla,Babel,2007.0,Drama,Alejandro G. Iñárritu,0.23945,0.37055,not-sure
tazarinegustavosantaolallababelsample1mp3.mp3,Tazarine,Gustavo Santaolalla,Babel,2007.0,Drama,Alejandro G. Iñárritu,0.10445,0.37555,not-sure
tazarinegustavosantaolallababelsample1mp3.mp3,Tazarine,Gustavo Santaolalla,Babel,2007.0,Drama,Alejandro G. Iñárritu,-0.04555,0.37055,not-sure
tazarinegustavosantaolallababelsample1mp3.mp3,Tazarine,Gustavo Santaolalla,Babel,2007.0,Drama,Alejandro G. Iñárritu,-0.09555,0.18555,not-sure
whiplashhanklevysample2mp3.mp3,Whiplash,Hank Levy,Whiplash,2014.0,Drama Music,Damien Chazelle,0.0,0.0,not-sure
whiplashhanklevysample2mp3.mp3,Whiplash,Hank Levy,Whiplash,2014.0,Drama Music,Damien Chazelle,0.33445,0.41555,not-sure
whiplashhanklevysample2mp3.mp3,Whiplash,Hank Levy,Whiplash,2014.0,Drama Music,Damien Chazelle,0.42945,0.44555,not-sure
whiplashhanklevysample2mp3.mp3,Whiplash,Hank Levy,Whiplash,2014.0,Drama Music,Damien Chazelle,0.42445,0.35555,not-sure
whiplashhanklevysample2mp3.mp3,Whiplash,Hank Levy,Whiplash,2014.0,Drama Music,Damien Chazelle,0.25445,0.23055,not-sure
decisiontoleaveevidencechoyoungwuksample1mp3.mp3,Evidence,Cho Young-wuk,Decision To Leave,2022.0,"Crime, Drama, Mystery",Park Chan-wook,-0.14525,-0.18019,familiar-feeling-not-familiar
hanszimmertimeinceptionsample2mp3.mp3,Time,Hans Zimmer,Inception,2010.0,Action Adventure Sci-Fi,Christopher Nolan,0.15475,-0.18519,familiar-feeling-not-familiar
jojosthememichaelgiacchinojojorabbitsample1mp3.mp3,Jojo's Theme,Michael Giacchino,Jojo Rabbit,2019.0,Comedy Drama War,Taika Waititi,0.73975,0.09981,familiar-feeling-not-familiar
jojosthememichaelgiacchinojojorabbitsample1mp3.mp3,Jojo's Theme,Michael Giacchino,Jojo Rabbit,2019.0,Comedy Drama War,Taika Waititi,0.11975,-0.14019,familiar-feeling-not-familiar
ludovicoeinaudilowmistvar2day1thefathersample2mp3.mp3,Einaudi: Low Mist Var. 2 (Day 1),Ludovico Einaudi · Federico Mecozzi · Redi Hasa,The Father,2020.0,Drama Mystery,Florian Zeller,0.0,0.0,familiar-feeling-not-familiar
ludovicoeinaudilowmistvar2day1thefathersample2mp3.mp3,Einaudi: Low Mist Var. 2 (Day 1),Ludovico Einaudi · Federico Mecozzi · Redi Hasa,The Father,2020.0,Drama Mystery,Florian Zeller,-0.12025,-0.09019,familiar-feeling-not-familiar
ludovicoeinaudilowmistvar2day1thefathersample2mp3.mp3,Einaudi: Low Mist Var. 2 (Day 1),Ludovico Einaudi · Federico Mecozzi · Redi Hasa,The Father,2020.0,Drama Mystery,Florian Zeller,-0.53025,-0.18519,familiar-feeling-not-familiar
pharmacyheistmichaelandrewsnosajthingthekingofstatenislandsample1mp3.mp3,Pharmacy Heist,"Michael Andrews, Nosaj Thing",The King of Staten Island,2020.0,Comedy Drama,Judd Apatow,0.30975,0.70981,familiar
solomonhanszimmer12yearsaslavesample2mp3.mp3,Solomon,Hans Zimmer,12 Years A Slave,2013.0,Biography Drama History,Steve McQueen,0.17475,0.71981,familiar-feeling-not-familiar
